date,Nettselskap,fylkeNr,fastleddEks,fastleddInk,effekttrinnFraKw,effekttrinnTilKw
2023-11-20,ROMSDALSNETT AS,15,689.41,861.77,15,20
2023-11-20,ROMSDALSNETT AS,15,787.83,984.79,20,25
2023-11-20,ROMSDALSNETT AS,15,1083.33,1354.16,25,50
2023-11-20,ROMSDALSNETT AS,15,1477.25,1846.56,50,75
2023-11-20,ROMSDALSNETT AS,15,1674.25,2092.81,75,100
2023-11-20,ROMSDALSNETT AS,15,1969.75,2462.18,100,999999
2023-11-20,RØROS E-VERK NETT AS,34,330,412.5,0,5
2023-11-20,RØROS E-VERK NETT AS,34,468,585,5,10
2023-11-20,RØROS E-VERK NETT AS,34,646,807.5,10,15
2023-11-20,RØROS E-VERK NETT AS,34,890,1112.5,15,20
2023-11-20,RØROS E-VERK NETT AS,34,1154,1442.5,20,25
2023-11-20,RØROS E-VERK NETT AS,34,2194,2742.5,25,50
2023-11-20,RØROS E-VERK NETT AS,34,4024,5030,50,100
2023-11-20,RØROS E-VERK NETT AS,34,7264,9080,100,200
2023-11-20,RØROS E-VERK NETT AS,34,11180,13975,200,3000
2023-11-20,RØROS E-VERK NETT AS,50,330,412.5,0,5
2023-11-20,RØROS E-VERK NETT AS,50,468,585,5,10
2023-11-20,RØROS E-VERK NETT AS,50,646,807.5,10,15
2023-11-20,RØROS E-VERK NETT AS,50,890,1112.5,15,20
2023-11-20,RØROS E-VERK NETT AS,50,1154,1442.5,20,25
2023-11-20,RØROS E-VERK NETT AS,50,2194,2742.5,25,50
2023-11-20,RØROS E-VERK NETT AS,50,4024,5030,50,100
2023-11-20,RØROS E-VERK NETT AS,50,7264,9080,100,200
2023-11-20,RØROS E-VERK NETT AS,50,11180,13975,200,3000
2023-11-20,S-NETT AS,15,189,236.25,0,2
2023-11-20,S-NETT AS,15,262,327.5,2,5
2023-11-20,S-NETT AS,15,379,473.75,5,10
2023-11-20,S-NETT AS,15,524,655,10,15
2023-11-20,S-NETT AS,15,670,837.5,15,20
2023-11-20,S-NETT AS,15,816,1020,20,25
2023-11-20,S-NETT AS,15,1254,1567.5,25,50
2023-11-20,S-NETT AS,15,1983,2478.75,50,75
2023-11-20,S-NETT AS,15,2712,3390,75,100
2023-11-20,S-NETT AS,15,3806,4757.5,100,150
2023-11-20,S-NETT AS,15,5264,6580,150,200
2023-11-20,S-NETT AS,15,7452,9315,200,300
2023-11-20,S-NETT AS,50,189,236.25,0,2
2023-11-20,S-NETT AS,50,262,327.5,2,5
2023-11-20,S-NETT AS,50,379,473.75,5,10
2023-11-20,S-NETT AS,50,524,655,10,15
2023-11-20,S-NETT AS,50,670,837.5,15,20
2023-11-20,S-NETT AS,50,816,1020,20,25
2023-11-20,S-NETT AS,50,1254,1567.5,25,50
2023-11-20,S-NETT AS,50,1983,2478.75,50,75
2023-11-20,S-NETT AS,50,2712,3390,75,100
2023-11-20,S-NETT AS,50,3806,4757.5,100,150
2023-11-20,S-NETT AS,50,5264,6580,150,200
2023-11-20,S-NETT AS,50,7452,9315,200,300
2023-11-20,STANNUM AS,38,203.75,254.68,0,2
2023-11-20,STANNUM AS,38,244.5,305.62,2,5
2023-11-20,STANNUM AS,38,264.91,331.14,5,10
2023-11-20,STANNUM AS,38,285.25,356.56,10,15
2023-11-20,STANNUM AS,38,305.66,382.08,15,20
2023-11-20,STANNUM AS,38,356.58,445.72,20,25
2023-11-20,STANNUM AS,38,387.16,483.95,25,50
2023-11-20,STANNUM AS,38,427.91,534.89,50,75
2023-11-20,STANNUM AS,38,468.66,585.83,75,100
2023-11-20,STANNUM AS,38,509.41,636.77,100,150
2023-11-20,STRAUMEN NETT AS,15,206,257.5,0,5
2023-11-20,STRAUMEN NETT AS,15,237,296.25,5,10
2023-11-20,STRAUMEN NETT AS,15,351,438.75,10,15
2023-11-20,STRAUMEN NETT AS,15,413,516.25,15,20
2023-11-20,STRAUMEN NETT AS,15,619,773.75,20,25
2023-11-20,STRAUMEN NETT AS,15,825,1031.25,25,999
2023-11-20,STRAUMNETT AS,46,240.48,300.6,0,2
2023-11-20,STRAUMNETT AS,46,288.58,360.72,2,5
2023-11-20,STRAUMNETT AS,46,312.62,390.77,5,10
2023-11-20,STRAUMNETT AS,46,336.67,420.83,10,15
2023-11-20,STRAUMNETT AS,46,360.72,450.9,15,20
2023-11-20,STRAUMNETT AS,46,420.84,526.05,20,25
2023-11-20,STRAUMNETT AS,46,456.91,571.13,25,50
2023-11-20,STRAUMNETT AS,46,505.01,631.26,50,75
2023-11-20,STRAUMNETT AS,46,553.1,691.37,75,100
2023-11-20,STRAUMNETT AS,46,601.2,751.5,100,130
2023-11-20,SUNETT AS,15,274.33,342.91,1,999
2023-11-20,SYGNIR AS,34,178.16,222.7,0,1
2023-11-20,SYGNIR AS,34,213.75,267.18,1,2
2023-11-20,SYGNIR AS,34,249.41,311.77,2,3
2023-11-20,SYGNIR AS,34,285,356.25,3,4
2023-11-20,SYGNIR AS,34,320.66,400.83,4,5
2023-11-20,SYGNIR AS,34,374.08,467.6,5,6
2023-11-20,SYGNIR AS,34,427.58,534.47,6,7
2023-11-20,SYGNIR AS,34,481,601.25,7,8
2023-11-20,SYGNIR AS,34,534.41,668.02,8,9
2023-11-20,SYGNIR AS,34,587.91,734.89,9,10
2023-11-20,SYGNIR AS,34,694.75,868.43,10,12
2023-11-20,SYGNIR AS,34,801.66,1002.08,12,14
2023-11-20,SYGNIR AS,34,908.58,1135.72,14,16
2023-11-20,SYGNIR AS,34,1015.41,1269.27,16,18
2023-11-20,SYGNIR AS,34,1122.33,1402.91,18,20
2023-11-20,SYGNIR AS,34,2013.08,2516.35,20,40
2023-11-20,SYGNIR AS,34,2903.83,3629.79,40,60
2023-11-20,SYGNIR AS,34,3794.58,4743.22,60,80
2023-11-20,SYGNIR AS,34,4685.33,5856.66,80,100
2023-11-20,SYGNIR AS,34,8248.33,10310.41,100,200
2023-11-20,SYGNIR AS,34,11811.33,14764.16,200,300
2023-11-20,SYGNIR AS,34,15374.33,19217.91,300,400
2023-11-20,SYGNIR AS,34,18937.33,23671.66,400,500
2023-11-20,SYGNIR AS,34,22500.25,28125.31,500,600
2023-11-20,SYGNIR AS,34,26063.25,32579.06,600,700
2023-11-20,SYGNIR AS,34,29626.25,37032.81,700,800
2023-11-20,SYGNIR AS,34,33189.25,41486.56,800,900
2023-11-20,SYGNIR AS,34,36752.25,45940.31,900,1000
2023-11-20,SYGNIR AS,46,178.16,222.7,0,1
2023-11-20,SYGNIR AS,46,213.75,267.18,1,2
2023-11-20,SYGNIR AS,46,249.41,311.77,2,3
2023-11-20,SYGNIR AS,46,285,356.25,3,4
2023-11-20,SYGNIR AS,46,320.66,400.83,4,5
2023-11-20,SYGNIR AS,46,374.08,467.6,5,6
2023-11-20,SYGNIR AS,46,427.58,534.47,6,7
2023-11-20,SYGNIR AS,46,481,601.25,7,8
2023-11-20,SYGNIR AS,46,534.41,668.02,8,9
2023-11-20,SYGNIR AS,46,587.91,734.89,9,10
2023-11-20,SYGNIR AS,46,694.75,868.43,10,12
2023-11-20,SYGNIR AS,46,801.66,1002.08,12,14
2023-11-20,SYGNIR AS,46,908.58,1135.72,14,16
2023-11-20,SYGNIR AS,46,1015.41,1269.27,16,18
2023-11-20,SYGNIR AS,46,1122.33,1402.91,18,20
2023-11-20,SYGNIR AS,46,2013.08,2516.35,20,40
2023-11-20,SYGNIR AS,46,2903.83,3629.79,40,60
2023-11-20,SYGNIR AS,46,3794.58,4743.22,60,80
2023-11-20,SYGNIR AS,46,4685.33,5856.66,80,100
2023-11-20,SYGNIR AS,46,8248.33,10310.41,100,200
2023-11-20,SYGNIR AS,46,11811.33,14764.16,200,300
2023-11-20,SYGNIR AS,46,15374.33,19217.91,300,400
2023-11-20,SYGNIR AS,46,18937.33,23671.66,400,500
2023-11-20,SYGNIR AS,46,22500.25,28125.31,500,600
2023-11-20,SYGNIR AS,46,26063.25,32579.06,600,700
2023-11-20,SYGNIR AS,46,29626.25,37032.81,700,800
2023-11-20,SYGNIR AS,46,33189.25,41486.56,800,900
2023-11-20,SYGNIR AS,46,36752.25,45940.31,900,1000
2023-11-20,SØR AURDAL ENERGI AS,34,450,562.5,0,5
2023-11-20,SØR AURDAL ENERGI AS,34,520,650,5,8
2023-11-20,SØR AURDAL ENERGI AS,34,620,775,8,15
2023-11-20,SØR AURDAL ENERGI AS,34,720,900,15,30
2023-11-20,SØR AURDAL ENERGI AS,34,810,1012.5,30,50
2023-11-20,SØR AURDAL ENERGI AS,34,1100,1375,50,10000
2023-11-20,TELEMARK NETT AS,38,280,350,0,5
2023-11-20,TELEMARK NETT AS,38,360,450,5,10
2023-11-20,TELEMARK NETT AS,38,700,875,10,15
2023-11-20,TELEMARK NETT AS,38,900,1125,15,20
2023-11-20,TELEMARK NETT AS,38,1100,1375,20,25
2023-11-20,TELEMARK NETT AS,38,2100,2625,25,50
2023-11-20,TELEMARK NETT AS,38,3000,3750,50,75
2023-11-20,TELEMARK NETT AS,38,4200,5250,75,999
2023-11-20,TENSIO TN AS,18,91.2,91.2,0,2
2023-11-20,TENSIO TN AS,18,182.4,182.4,2,5
2023-11-20,TENSIO TN AS,18,330.4,330.4,5,10
2023-11-20,TENSIO TN AS,18,500.8,500.8,10,15
2023-11-20,TENSIO TN AS,18,671.2,671.2,15,20
2023-11-20,TENSIO TN AS,18,842.4,842.4,20,25
2023-11-20,TENSIO TN AS,18,1468,1468,25,50
2023-11-20,TENSIO TN AS,18,2321.6,2321.6,50,75
2023-11-20,TENSIO TN AS,18,3175.2,3175.2,75,100
2023-11-20,TENSIO TN AS,18,4596.8,4596.8,100,150
2023-11-20,TENSIO TN AS,18,6305.6,6305.6,150,200
2023-11-20,TENSIO TN AS,18,9148.8,9148.8,200,300
2023-11-20,TENSIO TN AS,18,12563.2,12563.2,300,400
2023-11-20,TENSIO TN AS,18,15977.6,15977.6,400,500
2023-11-20,TENSIO TN AS,18,19389.6,19389.6,500,10000
2023-11-20,TENSIO TN AS,50,91.2,114,0,2
2023-11-20,TENSIO TN AS,50,182.4,228,2,5
2023-11-20,TENSIO TN AS,50,330.4,413,5,10
2023-11-20,TENSIO TN AS,50,500.8,626,10,15
2023-11-20,TENSIO TN AS,50,671.2,839,15,20
2023-11-20,TENSIO TN AS,50,842.4,1053,20,25
2023-11-20,TENSIO TN AS,50,1468,1835,25,50
2023-11-20,TENSIO TN AS,50,2321.6,2902,50,75
2023-11-20,TENSIO TN AS,50,3175.2,3969,75,100
2023-11-20,TENSIO TN AS,50,4596.8,5746,100,150
2023-11-20,TENSIO TN AS,50,6305.6,7882,150,200
2023-11-20,TENSIO TN AS,50,9148.8,11436,200,300
2023-11-20,TENSIO TN AS,50,12563.2,15704,300,400
2023-11-20,TENSIO TN AS,50,15977.6,19972,400,500
2023-11-20,TENSIO TN AS,50,19389.6,24237,500,10000
2023-11-20,TENSIO TS AS,34,72.8,91,0,2
2023-11-20,TENSIO TS AS,34,129.6,162,2,5
2023-11-20,TENSIO TS AS,34,221.6,277,5,10
2023-11-20,TENSIO TS AS,34,326.4,408,10,15
2023-11-20,TENSIO TS AS,34,431.23,539.04,15,20
2023-11-20,TENSIO TS AS,34,536.8,671,20,25
2023-11-20,TENSIO TS AS,34,922.4,1153,25,50
2023-11-20,TENSIO TS AS,34,1448,1810,50,75
2023-11-20,TENSIO TS AS,34,1973.6,2467,75,100
2023-11-20,TENSIO TS AS,34,2917.06,3646.33,100,150
2023-11-20,TENSIO TS AS,34,3967.46,4959.33,150,200
2023-11-20,TENSIO TS AS,34,5719.46,7149.33,200,300
2023-11-20,TENSIO TS AS,34,7757.6,9697,300,400
2023-11-20,TENSIO TS AS,34,9859.2,12324,400,500
2023-11-20,TENSIO TS AS,34,11962.4,14953,500,10000
2023-11-20,TENSIO TS AS,50,72.8,91,0,2
2023-11-20,TENSIO TS AS,50,129.6,162,2,5
2023-11-20,TENSIO TS AS,50,221.6,277,5,10
2023-11-20,TENSIO TS AS,50,326.4,408,10,15
2023-11-20,TENSIO TS AS,50,431.23,539.04,15,20
2023-11-20,TENSIO TS AS,50,536.8,671,20,25
2023-11-20,TENSIO TS AS,50,922.4,1153,25,50
2023-11-20,TENSIO TS AS,50,1448,1810,50,75
2023-11-20,TENSIO TS AS,50,1973.6,2467,75,100
2023-11-20,TENSIO TS AS,50,2917.06,3646.33,100,150
2023-11-20,TENSIO TS AS,50,3967.46,4959.33,150,200
2023-11-20,TENSIO TS AS,50,5719.46,7149.33,200,300
2023-11-20,TENSIO TS AS,50,7757.6,9697,300,400
2023-11-20,TENSIO TS AS,50,9859.2,12324,400,500
2023-11-20,TENSIO TS AS,50,11962.4,14953,500,10000
2023-11-20,TINDRA NETT AS,15,184,230,0,2
2023-11-20,TINDRA NETT AS,15,221,276.25,2,5
2023-11-20,TINDRA NETT AS,15,240,300,5,10
2023-11-20,TINDRA NETT AS,15,295,368.75,10,15
2023-11-20,TINDRA NETT AS,15,323,403.75,15,20
2023-11-20,TINDRA NETT AS,15,350,437.5,20,25
2023-11-20,TINDRA NETT AS,15,387,483.75,25,9999
2023-11-20,TINFOS AS,38,210,262.5,0,5
2023-11-20,TINFOS AS,38,330,412.5,5,10
2023-11-20,TINFOS AS,38,450,562.5,10,15
2023-11-20,TINFOS AS,38,570,712.5,15,20
2023-11-20,TINFOS AS,38,690,862.5,20,25
2023-11-20,TINFOS AS,38,1050,1312.5,25,50
2023-11-20,TINFOS AS,38,3000,3750,50,500
2023-11-20,TINFOS AS,42,210,262.5,0,5
2023-11-20,TINFOS AS,42,330,412.5,5,10
2023-11-20,TINFOS AS,42,450,562.5,10,15
2023-11-20,TINFOS AS,42,570,712.5,15,20
2023-11-20,TINFOS AS,42,690,862.5,20,25
2023-11-20,TINFOS AS,42,1050,1312.5,25,50
2023-11-20,TINFOS AS,42,3000,3750,50,500
2023-11-20,TINFOS AS,54,210,210,0,5
2023-11-20,TINFOS AS,54,330,330,5,10
2023-11-20,TINFOS AS,54,450,450,10,15
2023-11-20,TINFOS AS,54,570,570,15,20
2023-11-20,TINFOS AS,54,690,690,20,25
2023-11-20,TINFOS AS,54,1050,1050,25,50
2023-11-20,TINFOS AS,54,3000,3000,50,500
2023-11-20,TROLLFJORD NETT AS,18,287.33,287.33,0,5
2023-11-20,TROLLFJORD NETT AS,18,430.08,430.08,5,10
2023-11-20,TROLLFJORD NETT AS,18,572.83,572.83,10,15
2023-11-20,TROLLFJORD NETT AS,18,715.58,715.58,15,20
2023-11-20,TROLLFJORD NETT AS,18,858.33,858.33,20,25
2023-11-20,TROLLFJORD NETT AS,18,1286.58,1286.58,25,50
2023-11-20,TROLLFJORD NETT AS,18,2000.33,2000.33,50,75
2023-11-20,TROLLFJORD NETT AS,18,2714.08,2714.08,75,100
2023-11-20,TROLLFJORD NETT AS,18,3784.66,3784.66,100,150
2023-11-20,UVDAL KRAFTFORSYNING SA,30,275.41,344.27,0,5
2023-11-20,UVDAL KRAFTFORSYNING SA,30,413.12,516.4,5,10
2023-11-20,UVDAL KRAFTFORSYNING SA,30,605.91,757.39,10,15
2023-11-20,UVDAL KRAFTFORSYNING SA,30,1156.75,1445.94,15,20
2023-11-20,UVDAL KRAFTFORSYNING SA,30,1707.58,2134.48,20,25
2023-11-20,UVDAL KRAFTFORSYNING SA,30,2533.84,3167.3,25,50
2023-11-20,UVDAL KRAFTFORSYNING SA,30,3910.92,4888.66,50,75
2023-11-20,UVDAL KRAFTFORSYNING SA,30,5563.43,6954.29,75,100
2023-11-20,UVDAL KRAFTFORSYNING SA,30,7766.77,9708.46,100,999
2023-11-20,VANG ENERGIVERK AS,34,450,562.5,0,2
2023-11-20,VANG ENERGIVERK AS,34,550,687.5,2,5
2023-11-20,VANG ENERGIVERK AS,34,655,818.75,5,8
2023-11-20,VANG ENERGIVERK AS,34,760,950,8,12
2023-11-20,VANG ENERGIVERK AS,34,885,1106.25,12,18
2023-11-20,VANG ENERGIVERK AS,34,1015,1268.75,18,25
2023-11-20,VANG ENERGIVERK AS,34,1165,1456.25,25,2000
2023-11-20,VANG ENERGIVERK AS,46,450,562.5,0,2
2023-11-20,VANG ENERGIVERK AS,46,550,687.5,2,5
2023-11-20,VANG ENERGIVERK AS,46,655,818.75,5,8
2023-11-20,VANG ENERGIVERK AS,46,760,950,8,12
2023-11-20,VANG ENERGIVERK AS,46,885,1106.25,12,18
2023-11-20,VANG ENERGIVERK AS,46,1015,1268.75,18,25
2023-11-20,VANG ENERGIVERK AS,46,1165,1456.25,25,2000
2023-11-20,VESTALL AS,18,410,410,0,5
2023-11-20,VESTALL AS,18,683,683,5,10
2023-11-20,VESTALL AS,18,965,965,10,15
2023-11-20,VESTALL AS,18,1247,1247,15,20
2023-11-20,VESTALL AS,18,1518,1518,20,25
2023-11-20,VESTALL AS,18,2352,2352,25,50
2023-11-20,VESTALL AS,18,2656,2656,50,75
2023-11-20,VESTALL AS,18,5127,5127,75,100
2023-11-20,VESTALL AS,18,7209,7209,100,9999
2023-11-20,VESTALL AS,54,410,410,0,5
2023-11-20,VESTALL AS,54,683,683,5,10
2023-11-20,VESTALL AS,54,965,965,10,15
2023-11-20,VESTALL AS,54,1247,1247,15,20
2023-11-20,VESTALL AS,54,1518,1518,20,25
2023-11-20,VESTALL AS,54,2352,2352,25,50
2023-11-20,VESTALL AS,54,2656,2656,50,75
2023-11-20,VESTALL AS,54,5127,5127,75,100
2023-11-20,VESTALL AS,54,7209,7209,100,9999
2023-11-20,VESTMAR NETT AS,38,269.5,336.87,0,5
2023-11-20,VESTMAR NETT AS,38,476.5,595.62,5,10
2023-11-20,VESTMAR NETT AS,38,683.5,854.37,10,15
2023-11-20,VESTMAR NETT AS,38,890.5,1113.12,15,20
2023-11-20,VESTMAR NETT AS,38,1097.41,1371.77,20,25
2023-11-20,VESTMAR NETT AS,38,1718.41,2148.02,25,50
2023-11-20,VESTMAR NETT AS,38,2753.33,3441.66,50,75
2023-11-20,VESTMAR NETT AS,38,3788.25,4735.31,75,100
2023-11-20,VESTMAR NETT AS,38,5340.58,6675.72,100,150
2023-11-20,VESTMAR NETT AS,38,7410.41,9263.02,150,200
2023-11-20,VESTMAR NETT AS,38,10515.16,13143.95,200,500
2023-11-20,VEVIG AS,34,160,200,0,2
2023-11-20,VEVIG AS,34,208,260,2,5
2023-11-20,VEVIG AS,34,289,361.25,5,10
2023-11-20,VEVIG AS,34,370,462.5,10,15
2023-11-20,VEVIG AS,34,451,563.75,15,20
2023-11-20,VEVIG AS,34,531,663.75,20,25
2023-11-20,VEVIG AS,34,612,765,25,30
2023-11-20,VISSI AS,54,240,240,0,5
2023-11-20,VISSI AS,54,410,410,5,10
2023-11-20,VISSI AS,54,580,580,10,15
2023-11-20,VISSI AS,54,750,750,15,20
2023-11-20,VISSI AS,54,920,920,20,25
2023-11-20,VISSI AS,54,1510,1510,25,50
2023-11-20,VISSI AS,54,2035,2035,50,75
2023-11-20,VISSI AS,54,2510,2510,75,100
2023-11-20,VISSI AS,54,3010,3010,100,150
2023-11-20,VISSI AS,54,3410,3410,150,200
2023-11-20,VISSI AS,54,3910,3910,200,10000
2023-11-20,VONETT AS,46,133.33,166.66,0,2
2023-11-20,VONETT AS,46,175,218.75,2,5
2023-11-20,VONETT AS,46,216.66,270.83,5,10
2023-11-20,VONETT AS,46,300,375,10,15
2023-11-20,VONETT AS,46,375,468.75,15,20
2023-11-20,VONETT AS,46,458.33,572.91,20,25
2023-11-20,VONETT AS,46,566.66,708.33,25,50
2023-11-20,VONETT AS,46,675,843.75,50,75
2023-11-20,VONETT AS,46,783.33,979.16,75,100
2023-11-20,VONETT AS,46,808.33,1010.41,100,1000
